"姓名" "年龄" "身高" "体重" "俱乐部" "位置" "惯用脚" "逆足能力" "花式技巧" "国际声誉" "传中" "射术" "头球精度" "短传" "凌空" "盘带" "弧线" "任意球精度" "长传" "控球" "加速" "速度" "敏捷" "移动反应" "平衡" "射门力量" "弹跳" "体能" "强壮" "远射" "侵略性" "拦截意识" "跑位" "视野" "点球" "沉着" "盯人" "抢断" "铲球" "鱼跃" "手形" "开球" "站位" "守门反应" "联赛" "球队位置" "综合能力"
"Xabier Etxeita Gorritxategi" 27 185.42 174 "毕尔巴鄂竞技" "主力替补" "右脚" 3 2 1 37 30 77 66 39 48 36 44 55 64 52 64 68 71 56 54 81 78 81 35 86 78 28 30 31 59 78 75 84 6 7 8 10 7 "西甲" "替补" 78
"Xabier Prieto Argarate" 31 185.42 168 "皇家社会" "右边锋" "右脚" 3 3 2 87 68 75 85 55 78 81 73 82 83 60 64 58 85 64 73 60 64 62 81 57 53 77 84 84 78 15 26 25 12 6 7 15 7 "西甲" "前场" 79
"Sergio Rico González" 21 193.04 194 "塞维利亚" "守门员" "右脚" 3 1 1 17 14 11 23 15 14 24 20 23 12 50 53 62 72 61 19 63 31 67 12 27 23 11 45 24 29 18 11 11 79 75 76 78 80 "西甲" "守门员" 81
"Andrés Eduardo Fernández Moreno" 28 182.88 190 "格拉纳达" "守门员" "右脚" 3 1 1 17 13 12 35 23 14 24 12 40 18 58 55 57 76 65 22 83 43 74 22 40 26 14 41 21 53 11 14 15 83 74 69 71 82 "西甲" "守门员" 76
"José Luis Morales Nogales" 27 180.34 154 "莱万特" "左中场" "右脚" 4 3 1 77 67 51 71 61 85 80 71 63 80 86 85 74 72 69 74 63 78 53 80 59 59 73 72 68 67 44 55 46 14 13 13 16 8 "西甲" "中场" 78
"Samuel García Sánchez" 25 177.8 161 "比利亚雷亚尔" "主力替补" "右脚" 4 3 1 86 69 63 77 61 78 83 48 79 78 77 78 75 77 69 73 59 65 67 64 48 22 76 80 63 56 13 16 12 9 10 8 13 8 "西甲" "替补" 76
"Esteban Félix Granero Molina" 27 180.34 165 "皇家社会" "中场" "右脚" 4 3 2 80 66 59 84 53 74 83 78 82 81 65 59 76 78 70 78 58 67 68 73 73 69 67 80 73 70 55 71 58 11 14 7 12 14 "西甲" "中场" 76
"Antonio Adán Garrido" 28 190.5 203 "皇家贝蒂斯" "守门员" "左脚" 2 1 1 12 11 23 34 15 12 11 12 43 15 55 55 55 60 51 25 71 35 77 12 41 20 11 35 25 57 11 14 18 76 81 77 78 80 "西甲" "守门员" 81
"Samuel Castillejo Azuaga" 20 177.8 134 "比利亚雷亚尔" "右中场" "左脚" 2 3 1 80 57 43 77 53 82 57 47 71 81 87 86 83 77 78 68 67 56 45 51 48 52 79 78 51 65 22 43 25 13 16 15 8 14 "西甲" "中场" 81
"Andreu Fontàs Prat" 25 185.42 196 "塞尔塔" "主力替补" "左脚" 3 2 1 60 45 73 79 46 58 58 52 82 68 34 53 56 77 43 58 55 74 82 47 77 81 43 56 52 60 78 82 78 16 14 11 16 9 "西甲" "替补" 78
"Jonathan Rodríguez Menéndez" 23 177.8 176 "希洪竞技" "左中场" "左脚" 3 3 1 80 75 44 74 56 74 81 76 73 76 87 86 84 73 84 72 50 81 73 73 64 52 76 77 60 75 37 51 46 11 16 13 13 9 "其他" "中场" 78
"Roberto Román Triguero" 29 175.26 137 "巴列卡诺" "左后卫" "右脚" 3 2 1 77 44 59 72 37 65 41 43 68 74 77 77 74 76 71 63 80 84 49 37 83 79 49 59 45 59 78 78 82 11 12 16 10 14 "西甲" "后场" 74
"Héctor Bellerín Moruno" 20 177.8 163 "阿森纳" "右后卫" "右脚" 3 3 1 72 52 60 74 41 74 63 50 59 76 96 94 84 75 77 52 65 79 61 43 72 75 67 62 62 67 74 75 75 8 14 14 13 12 "英超" "后场" 80
"Rubén Pardo Gutiérrez" 22 182.88 150 "皇家社会" "左中中场" "右脚" 4 2 1 62 54 48 88 42 75 78 77 84 82 68 71 78 77 78 73 65 67 57 71 59 62 65 81 69 55 53 63 57 7 13 8 11 7 "西甲" "中场" 77
"Alberto de la Bella Madureño" 29 182.88 181 "皇家社会" "左后卫" "左脚" 2 2 1 80 45 59 74 32 72 73 38 73 79 75 78 78 72 69 57 68 84 69 71 69 80 58 61 49 56 75 77 79 16 10 8 12 6 "西甲" "后场" 74
"José Alberto Cañas Ruíz-Herrera" 28 177.8 152 "西班牙人" "主力替补" "右脚" 3 2 1 53 35 50 76 27 48 47 56 72 74 65 62 57 80 73 54 71 80 73 58 85 82 57 72 47 69 75 81 71 14 12 9 11 9 "西甲" "替补" 75
"Ibai Gómez Pérez" 25 177.8 159 "毕尔巴鄂竞技" "主力替补" "右脚" 4 3 1 79 76 48 67 75 82 86 77 75 81 77 76 84 69 78 83 65 78 66 82 64 44 74 71 66 67 46 59 56 14 8 13 7 11 "西甲" "替补" 76
"Adrián López Álvarez" 27 182.88 161 "比利亚雷亚尔" "主力替补" "右脚" 3 3 2 61 74 68 75 74 83 76 57 56 84 83 78 77 77 64 75 74 66 68 69 58 32 82 72 67 59 21 19 16 13 14 12 6 15 "西甲" "替补" 76
"Vicente Guaita Panadero" 28 190.5 179 "赫塔菲" "守门员" "右脚" 3 1 2 25 11 16 39 15 16 22 17 33 14 51 52 63 73 48 25 71 32 62 25 24 27 13 45 19 30 10 15 17 79 75 73 74 83 "西甲" "守门员" 73
"Alberto Moreno Pérez" 22 170.18 143 "利物浦" "左后卫" "左脚" 3 2 1 83 65 61 77 35 77 59 40 64 81 87 87 86 74 87 73 85 85 54 70 71 73 73 58 54 57 72 74 76 10 14 9 10 11 "英超" "后场" 76
"Antonio Amaya Carazo" 32 193.04 190 "巴列卡诺" "主力替补" "右脚" 3 2 1 39 27 78 65 23 38 28 24 62 54 32 42 34 66 34 57 54 65 92 25 83 83 41 50 26 65 80 79 62 13 8 11 15 10 "西甲" "替补" 71
"Mikel González de Martín Martínez" 29 190.5 174 "皇家社会" "主力替补" "右脚" 4 2 2 52 33 74 63 41 44 44 50 53 54 55 59 37 70 34 62 69 59 84 31 82 73 42 60 49 70 80 81 84 12 16 6 10 14 "西甲" "替补" 76
"Iván Cuéllar Sacristán" 31 187.96 181 "希洪竞技" "守门员" "左脚" 2 1 1 25 15 13 23 21 14 25 12 28 13 59 43 57 66 46 24 65 44 65 22 28 18 12 42 25 26 13 11 15 78 79 77 76 78 "其他" "守门员" 75
"Jonathan Castro Otto" 21 175.26 154 "塞尔塔" "左后卫" "右脚" 3 2 1 76 28 62 66 44 65 60 54 59 72 78 83 75 67 76 66 79 84 69 45 80 76 53 50 46 50 78 77 82 7 10 12 10 6 "西甲" "后场" 77
"Saúl Berjón Pérez" 29 177.8 183 "埃瓦尔" "主力替补" "右脚" 4 3 1 80 67 43 77 82 80 75 71 73 78 82 79 73 70 62 83 77 64 78 77 66 42 75 69 76 67 26 41 23 15 11 8 8 11 "其他" "替补" 74
"César González Navas" 35 198.12 194 "罗斯托夫" "中后卫" "右脚" 5 2 1 53 25 85 57 29 42 33 50 68 59 33 55 31 61 33 66 54 68 91 45 64 76 31 54 50 70 81 84 78 11 10 12 7 12 "其他" "后场" 78
"David López Silva" 25 185.42 183 "那不勒斯" "主力替补" "右脚" 3 2 1 60 54 69 78 56 63 48 46 74 76 63 65 50 74 67 78 59 83 83 72 78 78 64 68 50 67 70 78 76 9 12 7 11 15 "意甲" "替补" 77
"Javier López Rodríguez" 29 180.34 168 "西班牙人" "右后卫" "右脚" 3 3 1 74 55 62 76 49 71 67 52 61 77 72 77 68 80 72 57 73 77 69 43 78 75 61 68 56 82 71 75 85 10 8 7 12 16 "西甲" "后场" 77
"Jairo Samperio Bustara" 21 172.72 152 "美因茨" "左中场" "右脚" 4 3 1 71 65 49 76 60 80 71 55 67 75 86 87 84 76 86 55 74 68 52 64 54 29 76 73 50 68 29 31 28 10 11 16 10 12 "德甲" "中场" 76
"Alberto Lora Ramos" 28 167.64 148 "希洪竞技" "右后卫" "右脚" 4 2 1 76 57 55 75 57 70 61 61 61 75 85 83 82 79 90 73 81 85 65 65 78 69 61 67 69 74 71 77 79 14 15 6 12 13 "其他" "后场" 73
"Víctor Sánchez Mata" 27 175.26 159 "西班牙人" "右中中场" "右脚" 3 3 1 67 57 51 85 51 65 72 69 80 79 64 67 74 77 78 73 78 73 59 70 91 76 63 78 61 82 60 75 63 7 6 10 14 10 "西甲" "中场" 77
"Víctor Vázquez Solsona" 28 177.8 154 "蓝十字竞技" "前腰" "右脚" 2 3 1 71 68 38 85 69 73 77 76 73 81 54 46 69 80 71 64 34 55 58 74 32 52 78 83 75 80 25 32 22 8 16 8 15 8 "其他" "中场" 76
"Víctor Rodríguez Romero" 25 170.18 154 "赫塔菲" "主力替补" "右脚" 4 3 1 70 69 40 74 52 81 73 77 66 80 81 78 77 73 76 74 34 79 65 75 52 33 78 75 62 59 34 47 44 12 11 15 11 9 "西甲" "替补" 74
"Markel Bergara Larrañaga" 29 180.34 172 "皇家社会" "主力替补" "右脚" 3 2 1 58 70 67 78 47 72 56 71 77 76 68 53 60 76 69 61 69 74 81 66 80 79 70 76 59 63 69 82 71 11 15 11 15 16 "西甲" "替补" 73
"Àngel Rangel Zaragoza" 32 180.34 181 "斯旺西" "主力替补" "右脚" 3 3 2 80 56 76 70 43 73 63 57 71 75 64 60 68 75 55 66 75 79 76 59 68 82 65 71 59 80 78 80 77 13 16 8 6 6 "其他" "替补" 76
"Eneko Bóveda Altube" 26 180.34 170 "毕尔巴鄂竞技" "右中后卫" "右脚" 3 2 1 79 48 72 70 52 69 66 37 67 77 76 78 70 66 67 54 69 79 65 51 81 76 58 52 59 71 76 76 80 8 8 12 13 12 "西甲" "后场" 77
"Pablo Hernández Domínguez" 30 172.72 159 "巴列卡诺" "右中场" "右脚" 3 4 2 76 71 53 70 65 85 83 77 69 81 78 77 84 69 80 76 67 59 51 77 54 49 73 74 72 80 42 47 36 13 16 9 9 7 "西甲" "中场" 76
"Iñaki Williams Arthuer" 21 185.42 170 "毕尔巴鄂竞技" "右边锋" "右脚" 3 4 1 74 72 68 75 64 78 50 54 66 75 90 95 81 68 45 85 82 79 85 67 73 22 69 69 65 42 28 39 31 14 15 14 10 13 "西甲" "前场" 80
"Sergi Darder Moll" 21 180.34 154 "里昂" "右中中场" "右脚" 4 2 1 61 56 39 84 42 71 60 55 78 84 63 54 77 74 70 70 54 63 68 67 74 72 76 77 39 81 65 73 71 7 10 6 14 6 "法甲" "中场" 78
"José Luis García del Pozo" 24 182.88 163 "马拉加" "左后腰" "右脚" 3 2 1 59 58 59 81 55 72 76 67 75 77 65 58 67 74 61 73 56 79 68 72 74 70 75 76 55 62 68 74 62 10 14 9 10 9 "其他" "中场" 77
"Alberto Bueno Calvo" 27 177.8 141 "波尔图" "主力替补" "右脚" 3 3 1 67 78 66 73 75 79 81 69 63 80 66 74 84 79 74 78 56 53 57 80 36 45 79 74 68 60 39 31 34 8 16 7 11 9 "其他" "替补" 73
"Álvaro González Soberón" 25 180.34 150 "西班牙人" "右中后卫" "右脚" 3 2 1 51 22 77 69 31 48 47 45 57 64 73 75 68 72 67 48 91 77 71 26 89 77 45 39 36 60 76 75 82 8 13 12 12 8 "西甲" "后场" 77
"Rubén Salvador Pérez del Mármol" 26 177.8 159 "格拉纳达" "右后腰" "右脚" 3 2 1 53 44 57 79 27 59 56 58 70 73 66 63 64 76 71 80 74 77 77 72 82 84 59 76 51 71 61 82 65 11 8 13 9 15 "西甲" "中场" 77
"Sergio Álvarez Conde" 28 177.8 165 "塞尔塔" "守门员" "右脚" 3 1 1 14 11 11 37 11 13 15 11 39 14 46 52 70 71 67 24 85 44 62 16 42 22 17 38 23 48 11 12 13 74 76 75 78 81 "西甲" "守门员" 77
"Sergio Sánchez Ortega" 29 185.42 168 "帕纳辛奈科斯" "主力替补" "右脚" 2 2 1 69 53 71 63 51 44 35 30 60 69 66 67 68 71 60 59 72 79 79 41 76 79 60 60 47 70 83 80 77 12 15 6 12 11 "其他" "替补" 76
"Moisés Gómez Bordonado" 21 175.26 143 "赫塔菲" "主力替补" "右脚" 4 3 1 77 68 54 81 62 81 80 64 72 80 75 72 77 75 28 72 75 66 63 69 52 51 74 76 63 57 35 47 34 12 7 16 7 7 "西甲" "替补" 74
"Alejandro Arribas Garrido" 26 182.88 163 "拉科鲁尼亚" "右中后卫" "右脚" 2 2 1 57 44 72 68 14 48 40 32 58 69 53 64 54 71 61 45 83 66 78 15 81 79 26 40 37 61 75 77 74 12 15 7 9 16 "其他" "后场" 75
"Antonio Rodríguez Martínez" 35 182.88 176 "巴列卡诺" "替补" "右脚" 3 1 1 12 14 14 17 19 22 15 12 25 16 55 54 57 65 53 24 76 44 73 12 37 28 15 37 24 51 12 12 14 80 69 71 79 80 "西甲" "替补" 72
"Francisco Manuel Rico Castro" 27 177.8 159 "格拉纳达" "主力替补" "右脚" 3 2 1 69 61 55 82 51 66 77 78 81 79 66 58 67 77 74 67 60 68 66 71 82 72 53 73 77 54 63 74 66 9 14 8 13 7 "西甲" "替补" 77
"Fernando Navarro i Corbacho" 33 175.26 154 "拉科鲁尼亚" "左后卫" "左脚" 3 2 1 70 36 69 72 58 62 71 62 65 71 65 65 61 78 68 67 69 75 74 60 80 77 59 56 33 81 84 79 82 7 6 13 13 6 "其他" "后场" 74
"José Luis Sanmartín Mato" 25 193.04 176 "斯托克城" "主力替补" "右脚" 3 3 1 58 77 81 66 75 74 73 71 44 76 65 67 69 74 53 78 61 68 76 72 57 19 78 68 61 53 17 24 15 11 11 8 15 7 "其他" "替补" 75
"Luis Alberto Romero Alconchel" 22 182.88 159 "拉科鲁尼亚" "前腰" "右脚" 4 3 1 76 71 47 83 58 77 70 69 75 79 68 64 67 66 54 62 48 59 61 73 29 28 71 72 56 60 24 25 18 6 8 6 12 11 "其他" "中场" 77
"Francisco Portillo Soler" 25 170.18 139 "皇家贝蒂斯" "主力替补" "右脚" 3 3 1 66 57 39 82 62 77 67 56 71 81 76 71 78 77 88 64 63 68 57 63 43 28 76 80 48 67 19 17 22 14 15 8 16 11 "西甲" "替补" 72
"Jordi Amat Maas" 23 185.42 183 "斯旺西" "主力替补" "右脚" 3 2 1 31 34 74 66 28 50 40 36 52 65 60 68 59 70 58 75 78 68 79 65 82 71 30 59 28 63 78 77 80 9 6 7 16 8 "其他" "替补" 77
"Diego Ángel Capel Trinidad" 27 172.72 148 "热那亚" "主力替补" "左脚" 2 4 2 74 64 72 66 64 82 73 55 61 81 92 79 93 72 94 64 52 74 33 63 67 45 73 64 74 74 32 49 26 10 11 11 9 10 "意甲" "替补" 72
"Fabricio Martín Agosto Ramírez" 27 182.88 176 "拉科鲁尼亚" "主力替补" "右脚" 3 1 1 15 14 14 19 13 11 19 15 22 23 52 53 53 77 54 25 71 42 58 14 51 26 14 50 22 65 18 14 11 77 78 75 70 76 "其他" "替补" 79
"Alexis Ruano Delgado" 29 182.88 165 "贝西克塔斯" "右中后卫" "右脚" 3 2 1 57 22 81 74 40 48 49 43 65 67 55 63 64 63 58 67 78 71 79 24 83 73 53 52 30 74 76 74 78 16 8 13 10 13 "其他" "后场" 76
"Jorge Molina Vidal" 33 187.96 192 "皇家贝蒂斯" "右中锋" "右脚" 4 2 1 49 76 82 64 76 61 55 59 53 74 43 52 49 76 33 83 64 67 91 72 76 41 84 58 78 73 30 32 19 6 14 8 13 14 "西甲" "前场" 73
"José Antonio García Rabasco" 28 180.34 172 "莱万特" "右后腰" "右脚" 4 2 1 77 62 50 80 69 63 83 82 83 75 61 54 63 73 68 81 54 82 75 75 76 74 60 75 83 75 64 73 65 13 10 16 16 7 "西甲" "中场" 73
"Marcos Alonso Mendoza" 24 187.96 179 "佛罗伦萨" "左中场" "左脚" 3 2 1 78 58 68 74 48 77 63 71 70 77 76 79 69 80 58 76 68 90 78 74 70 68 70 64 64 72 73 75 74 9 7 13 9 12 "意甲" "中场" 79
"Javier Varas Herrera" 32 182.88 163 "拉斯帕尔马斯" "守门员" "右脚" 3 1 2 25 15 15 32 22 14 25 15 23 14 51 65 64 69 67 23 82 43 63 22 32 23 19 31 23 48 13 11 12 79 70 73 72 82 "其他" "守门员" 77
"Santiago Mina Lorenzo" 19 177.8 157 "瓦伦西亚" "主力替补" "右脚" 3 3 1 68 79 65 71 65 80 52 55 48 78 72 76 72 76 71 63 70 67 54 66 61 44 78 68 69 69 18 37 32 9 8 14 8 15 "其他" "替补" 76
"Jesús Joaquín Fernández Sáez de la Torre" 21 175.26 154 "热那亚" "右中锋" "左脚" 3 4 1 70 63 50 74 55 86 80 74 69 84 79 79 86 61 84 63 55 60 50 74 23 21 69 77 64 76 19 23 18 15 15 9 8 9 "意甲" "前场" 81
"Marco Asensio Willemsen" 19 177.8 154 "西班牙人" "左中场" "左脚" 3 3 1 75 64 47 80 56 77 85 76 74 83 69 64 69 73 75 54 54 66 57 67 45 41 67 81 56 78 30 43 39 13 9 6 12 10 "西甲" "中场" 82
"Xabier Iruretagoiena Aranzamendi" 29 180.34 163 "埃瓦尔" "主力替补" "右脚" 2 1 1 18 13 14 32 25 14 24 22 27 13 61 65 63 67 62 22 78 42 59 20 37 26 12 42 22 38 12 20 15 78 71 80 74 79 "其他" "替补" 70
"David Navarro Pedrós" 35 187.96 181 "莱万特" "右中后卫" "右脚" 3 2 1 40 40 72 63 44 46 43 38 59 54 34 35 49 66 48 54 74 60 85 27 89 75 40 46 49 68 79 77 72 12 10 12 7 7 "西甲" "后场" 72
"Víctor Camarasa Ferrando" 21 182.88 168 "莱万特" "主力替补" "右脚" 3 3 1 65 59 62 80 71 72 63 64 75 80 65 63 71 69 70 75 72 74 78 70 72 70 68 75 57 69 60 73 68 14 9 11 11 8 "西甲" "替补" 76
"Álvaro Vázquez García" 24 182.88 165 "赫塔菲" "左中锋" "右脚" 3 3 1 51 79 68 64 71 74 66 54 59 76 70 73 72 75 67 80 70 65 71 78 64 37 76 60 70 61 13 39 25 7 16 7 9 14 "西甲" "前场" 73
"Salvador Sevilla López" 31 177.8 154 "西班牙人" "主力替补" "右脚" 3 3 1 79 59 53 86 56 73 82 79 84 78 51 54 61 75 65 80 55 54 64 78 57 59 71 81 71 70 47 39 34 14 14 9 13 10 "西甲" "替补" 72
"José Manuel Jurado Marín" 29 175.26 159 "沃特福德" "左中场" "右脚" 4 4 2 71 74 47 76 75 83 82 78 73 77 79 68 80 75 74 81 62 53 56 84 46 34 73 79 66 68 19 26 27 11 15 7 6 13 "英超" "中场" 78
"Sergio Pelegrín López" 36 185.42 170 "阿拉维斯" "左中后卫" "左脚" 3 2 1 23 15 84 67 48 39 58 51 63 60 34 55 56 66 55 50 74 33 85 45 82 73 28 44 43 61 76 78 67 9 8 14 14 9 "西甲" "后场" 72
"Antonio Barragán Fernández" 28 185.42 183 "瓦伦西亚" "主力替补" "右脚" 3 2 1 74 44 62 67 59 61 64 51 62 72 74 75 67 75 66 61 68 81 75 53 80 75 61 52 55 58 78 79 75 6 8 11 8 10 "其他" "替补" 73
"Antonio García Aranda" 25 177.8 152 "莱万特" "主力替补" "左脚" 3 2 1 82 48 51 74 45 75 82 63 68 78 79 84 77 74 77 59 69 82 64 63 59 73 69 64 65 73 69 74 75 15 13 7 10 15 "西甲" "替补" 74
"José Ignacio Martínez García" 26 175.26 152 "巴列卡诺" "主力替补" "左脚" 3 2 1 74 44 60 63 47 66 66 54 65 71 87 89 83 72 85 84 86 83 59 65 86 75 64 54 41 36 74 69 80 13 12 11 14 8 "西甲" "替补" 70
"Jonathan Pereira Rodríguez" 28 167.64 134 "卢哥" "左中场" "右脚" 3 3 1 51 77 65 62 73 84 60 62 45 79 87 87 86 80 85 72 74 55 45 75 59 29 79 59 59 67 18 17 16 6 8 9 9 11 "其他" "中场" 70
"Gerard Moreno Balagueró" 23 177.8 165 "西班牙人" "主力替补" "左脚" 4 2 1 61 81 67 69 69 73 70 56 59 76 70 65 71 82 70 74 72 70 65 68 41 40 80 55 74 61 42 41 41 15 12 7 12 10 "西甲" "替补" 77
"Sergio Álvarez Díaz" 23 182.88 159 "希洪竞技" "右后腰" "右脚" 3 3 1 48 54 51 76 42 63 59 50 80 76 71 69 74 72 68 71 69 80 70 69 68 79 68 72 41 83 62 82 63 12 13 16 16 8 "其他" "中场" 77
"Gorka Elustondo Urkola" 28 182.88 174 "毕尔巴鄂竞技" "主力替补" "右脚" 3 3 1 57 57 63 82 44 64 81 80 80 75 54 65 68 77 62 76 79 76 79 76 84 70 55 68 67 61 73 77 75 13 13 13 13 10 "西甲" "替补" 74
"Marc Muniesa Martínez" 23 177.8 159 "斯托克城" "主力替补" "左脚" 3 2 1 67 42 70 72 32 63 66 40 56 73 62 68 62 70 66 46 83 74 68 37 78 78 61 61 50 74 74 78 77 14 12 16 15 10 "其他" "替补" 76
"Laureano Sanabria Ruiz" 30 165.1 150 "拉科鲁尼亚" "主力替补" "右脚" 3 2 1 75 44 55 67 54 65 61 39 63 74 78 77 74 76 89 68 77 79 57 26 70 78 44 56 48 62 74 72 76 9 6 15 8 11 "其他" "替补" 73
"Alejandro Bergantiños García" 30 177.8 161 "拉科鲁尼亚" "主力替补" "右脚" 3 2 1 49 36 49 72 46 58 59 50 70 67 55 55 61 72 69 60 73 83 77 51 74 79 56 70 58 65 72 78 67 12 10 11 9 13 "其他" "替补" 73
"David Rodríguez Lombán" 28 187.96 185 "格拉纳达" "主力替补" "右脚" 3 2 1 40 56 72 73 45 51 74 73 81 68 48 50 56 69 46 82 65 82 81 50 80 76 37 53 75 67 74 78 67 6 13 13 16 15 "西甲" "替补" 75
"Iván Ramis Barrios" 30 187.96 181 "埃瓦尔" "左中后卫" "右脚" 3 2 2 45 54 72 62 59 53 67 77 62 65 34 52 53 65 55 76 66 66 83 66 84 76 49 50 65 66 74 76 71 7 15 9 8 11 "其他" "后场" 77
"Bruno González Cabrera" 25 185.42 190 "皇家贝蒂斯" "左中后卫" "右脚" 3 2 1 21 23 73 65 23 34 49 31 68 69 42 54 33 62 32 66 65 76 89 22 75 70 36 35 42 40 80 76 76 12 9 8 13 8 "西甲" "后场" 77
"Víctor Manuel Casadesús Castaño" 30 180.34 176 "莱万特" "主力替补" "右脚" 4 3 1 64 71 80 74 74 73 66 63 63 77 66 61 66 72 76 72 82 68 82 68 77 35 80 73 69 81 30 37 28 6 14 8 7 11 "西甲" "替补" 71
"Daniel Ceballos Fernández" 18 175.26 143 "皇家贝蒂斯" "主力替补" "右脚" 3 3 1 69 67 37 77 57 84 67 58 68 81 72 68 73 70 74 48 56 60 49 58 61 54 71 80 55 71 40 57 55 12 15 16 7 13 "西甲" "替补" 78
"Rubén Iván Martínez Andrade" 31 187.96 176 "莱万特" "主力替补" "右脚" 3 1 1 12 14 12 31 11 15 11 13 32 14 47 53 64 67 52 22 75 42 70 11 36 22 14 40 25 51 11 13 12 81 71 69 70 80 "西甲" "替补" 71
"Miguel Torres Gómez" 29 182.88 163 "马拉加" "左后卫" "右脚" 4 2 1 70 22 65 69 30 60 56 58 60 74 65 64 57 73 63 57 69 77 76 47 75 79 44 56 36 67 78 81 80 10 13 8 13 10 "其他" "后场" 75
"Diego Castro Giménez" 32 175.26 154 "珀斯光荣" "左中锋" "右脚" 4 4 2 77 71 53 68 65 82 80 70 62 77 80 72 71 79 82 72 69 52 54 72 69 43 77 75 88 81 33 41 40 8 6 16 8 13 "其他" "前场" 76
"Jon Ansotegi Gorostola" 32 193.04 185 "埃瓦尔" "主力替补" "右脚" 2 2 1 39 24 76 64 23 38 37 56 54 47 32 36 31 67 32 60 33 63 90 28 80 76 39 47 36 66 82 83 66 15 12 11 16 8 "其他" "替补" 68
"Xavier Torres Buigues" 28 182.88 183 "皇家贝蒂斯" "主力替补" "右脚" 3 2 1 61 49 69 80 57 63 56 65 78 73 50 53 61 75 61 77 62 76 78 63 73 77 65 79 58 74 64 71 66 12 15 6 8 10 "西甲" "替补" 71
"Javier Guerra Rodríguez" 33 177.8 170 "巴列卡诺" "中锋" "右脚" 3 3 1 51 78 75 65 72 68 54 50 57 73 72 74 72 73 65 75 84 71 70 71 59 34 77 58 62 39 35 36 46 14 10 9 12 14 "西甲" "前场" 72
"Rubén García Santos" 21 170.18 159 "莱万特" "主力替补" "左脚" 3 3 1 71 64 60 73 64 83 75 71 59 78 86 75 82 69 84 69 64 68 56 74 63 32 71 72 70 60 29 40 36 9 14 13 14 10 "西甲" "替补" 73
"Joel Robles Blázquez" 25 195.58 198 "埃弗顿" "守门员" "右脚" 2 1 1 12 11 12 15 13 15 11 20 26 25 49 52 47 67 41 36 64 30 72 11 23 22 16 38 15 37 15 11 14 76 74 75 74 75 "英超" "守门员" 76
"Munir El Haddadi Mohamed" 19 175.26 152 "巴塞罗那" "主力替补" "左脚" 2 4 1 60 76 69 67 71 81 55 45 52 80 82 85 77 72 76 64 51 49 53 72 36 13 77 55 66 53 26 16 17 9 12 6 13 16 "西甲" "替补" 75
"Juan Antonio Rodríguez Villamuela" 33 185.42 176 "赫塔菲" "左后腰" "右脚" 3 2 1 60 59 71 84 47 67 58 60 70 75 49 34 58 76 55 82 64 72 78 68 76 75 70 77 54 80 62 73 61 12 11 16 13 8 "西甲" "中场" 70
"Pedro Mba Obiang Avomo" 23 185.42 165 "西汉姆联" "主力替补" "右脚" 3 2 1 68 50 70 79 60 70 56 62 77 78 69 68 72 67 62 74 74 76 78 63 74 74 62 75 58 81 70 78 74 9 7 7 6 7 "英超" "替补" 77
"Raúl Albentosa Redal" 26 193.04 196 "马拉加" "右中后卫" "右脚" 3 2 1 41 51 73 65 66 32 32 45 64 58 33 53 41 73 36 44 68 63 88 31 74 71 30 42 42 59 77 81 66 12 15 11 12 11 "其他" "后场" 74
"Iago Herrerín Buisán" 27 187.96 198 "毕尔巴鄂竞技" "主力替补" "右脚" 3 1 1 14 23 14 16 15 19 15 12 29 12 45 34 59 68 55 22 58 42 82 16 37 23 16 40 25 15 15 16 12 74 84 62 73 71 "西甲" "替补" 76
"Daniel García Carrillo" 25 180.34 165 "埃瓦尔" "左后腰" "右脚" 3 3 1 53 49 46 81 37 62 61 57 78 78 52 53 67 68 66 74 61 77 73 54 81 75 58 69 58 71 63 73 70 6 14 14 6 11 "其他" "中场" 79
"Joaquín Navarro Jiménez" 25 177.8 157 "阿尔梅利亚" "中后卫" "右脚" 3 2 1 72 36 59 72 25 63 61 42 61 69 79 81 73 72 73 64 79 84 71 55 80 69 61 59 48 57 77 71 79 7 11 16 9 15 "其他" "后场" 75
"Jesús Vallejo Lázaro" 18 182.88 170 "萨拉戈萨" "右中后卫" "右脚" 3 2 1 42 35 75 72 40 51 38 35 68 63 68 73 58 67 69 49 73 73 72 32 65 77 35 40 45 77 74 81 78 10 13 15 13 6 "其他" "后场" 77
"David Timor Copoví" 25 185.42 170 "莱加内斯" "左后腰" "左脚" 3 2 1 55 44 59 77 40 61 77 81 78 70 60 61 57 62 54 83 78 79 82 75 89 78 56 67 70 68 64 76 67 8 8 6 16 13 "其他" "中场" 76
"Ángel Trujillo Canorea" 27 177.8 174 "莱万特" "主力替补" "右脚" 3 2 1 35 27 66 58 32 38 39 41 51 58 59 65 62 68 61 55 82 74 80 42 82 74 38 46 35 65 74 81 74 8 12 12 9 7 "西甲" "替补" 70
"Iván López Mendoza" 21 175.26 152 "莱万特" "主力替补" "右脚" 3 2 1 75 52 52 74 47 76 73 39 68 74 78 82 73 73 81 68 73 77 65 65 66 71 64 65 50 61 71 77 77 14 11 11 10 10 "西甲" "替补" 72
"Francisco Montañés Claverías" 28 172.72 154 "西班牙人" "主力替补" "右脚" 4 3 1 69 62 50 73 56 81 76 62 64 77 88 84 87 75 86 75 76 61 64 65 51 38 74 70 60 79 37 40 21 12 15 10 12 13 "西甲" "替补" 73
